state,date,delta_confirmed,delta_deceased,delta_recovered,delta_vaccinated1,delta_vaccinated2,delta_tested,delta7_confirmed,delta7_deceased,delta7_recovered,delta7_vaccinated1,delta7_vaccinated2,delta7_tested,total_confirmed,total_deceased,total_recovered,total_vaccinated1,total_vaccinated2,total_tested
AN,3/26/2020,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
AN,3/27/2020,5,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0
AN,3/28/2020,3,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0
AN,3/29/2020,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0
AN,3/30/2020,1,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0
AN,3/31/2020,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0
AN,4/1/2020,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0
AN,4/2/2020,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0
AN,4/3/2020,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0
AN,4/4/2020,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0
AN,4/5/2020,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0
AN,4/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
AN,4/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
AN,4/8/2020,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0
AN,4/9/2020,0,0,10,0,0,0,1,0,10,0,0,0,11,0,10,0,0,0
AN,4/10/2020,0,0,0,0,0,0,1,0,10,0,0,0,11,0,10,0,0,0
AN,4/11/2020,0,0,0,0,0,0,1,0,10,0,0,0,11,0,10,0,0,0
AN,4/12/2020,0,0,0,0,0,0,1,0,10,0,0,0,11,0,10,0,0,0
AN,4/13/2020,0,0,0,0,0,0,1,0,10,0,0,0,11,0,10,0,0,0
AN,4/14/2020,0,0,0,0,0,0,1,0,10,0,0,0,11,0,10,0,0,0
AN,4/15/2020,0,0,0,0,0,0,0,0,10,0,0,0,11,0,10,0,0,0
AN,4/16/2020,0,0,1,0,0,0,0,0,1,0,0,0,11,0,11,0,0,0
AN,4/17/2020,1,0,0,0,0,1403,1,0,1,0,0,1403,12,0,11,0,0,1403
AN,4/18/2020,2,0,0,0,0,0,3,0,1,0,0,1403,14,0,11,0,0,1403
AN,4/19/2020,1,0,0,0,0,0,4,0,1,0,0,1403,15,0,11,0,0,1403
AN,4/20/2020,1,0,0,0,0,0,5,0,1,0,0,1403,16,0,11,0,0,1403
AN,4/21/2020,1,0,0,0,0,0,6,0,1,0,0,1403,17,0,11,0,0,1403
AN,4/22/2020,1,0,0,0,0,0,7,0,1,0,0,1403,18,0,11,0,0,1403
AN,4/23/2020,4,0,0,0,0,0,11,0,0,0,0,1403,22,0,11,0,0,1403
AN,4/24/2020,7,0,0,0,0,1276,17,0,0,0,0,1276,29,0,11,0,0,2679
AN,4/25/2020,4,0,0,0,0,0,19,0,0,0,0,1276,33,0,11,0,0,2679
AN,4/26/2020,0,0,0,0,0,0,18,0,0,0,0,1276,33,0,11,0,0,2679
AN,4/27/2020,0,0,0,0,0,169,17,0,0,0,0,1445,33,0,11,0,0,2848
AN,4/28/2020,0,0,4,0,0,0,16,0,4,0,0,1445,33,0,15,0,0,2848
AN,4/29/2020,0,0,0,0,0,0,15,0,4,0,0,1445,33,0,15,0,0,2848
AN,4/30/2020,0,0,1,0,0,0,11,0,5,0,0,1445,33,0,16,0,0,2848
AN,5/1/2020,0,0,0,0,0,906,4,0,5,0,0,1075,33,0,16,0,0,3754
AN,5/2/2020,0,0,10,0,0,0,0,0,15,0,0,1075,33,0,26,0,0,3754
AN,5/3/2020,0,0,6,0,0,0,0,0,21,0,0,1075,33,0,32,0,0,3754
AN,5/4/2020,0,0,0,0,0,0,0,0,21,0,0,906,33,0,32,0,0,3754
AN,5/5/2020,0,0,0,0,0,0,0,0,17,0,0,906,33,0,32,0,0,3754
AN,5/6/2020,0,0,0,0,0,0,0,0,17,0,0,906,33,0,32,0,0,3754
AN,5/7/2020,0,0,1,0,0,0,0,0,17,0,0,906,33,0,33,0,0,3754
AN,5/8/2020,0,0,0,0,0,0,0,0,17,0,0,0,33,0,33,0,0,3754
AN,5/9/2020,0,0,0,0,0,0,0,0,7,0,0,0,33,0,33,0,0,3754
AN,5/10/2020,0,0,0,0,0,0,0,0,1,0,0,0,33,0,33,0,0,3754
AN,5/11/2020,0,0,0,0,0,0,0,0,1,0,0,0,33,0,33,0,0,3754
AN,5/12/2020,0,0,0,0,0,0,0,0,1,0,0,0,33,0,33,0,0,3754
AN,5/13/2020,0,0,0,0,0,0,0,0,1,0,0,0,33,0,33,0,0,3754
AN,5/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,3754
AN,5/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,3754
AN,5/16/2020,0,0,0,0,0,2923,0,0,0,0,0,2923,33,0,33,0,0,6677
AN,5/17/2020,0,0,0,0,0,0,0,0,0,0,0,2923,33,0,33,0,0,6677
AN,5/18/2020,0,0,0,0,0,0,0,0,0,0,0,2923,33,0,33,0,0,6677
AN,5/19/2020,0,0,0,0,0,288,0,0,0,0,0,3211,33,0,33,0,0,6965
AN,5/20/2020,0,0,0,0,0,117,0,0,0,0,0,3328,33,0,33,0,0,7082
AN,5/21/2020,0,0,0,0,0,85,0,0,0,0,0,3413,33,0,33,0,0,7167
AN,5/22/2020,0,0,0,0,0,96,0,0,0,0,0,3509,33,0,33,0,0,7263
AN,5/23/2020,0,0,0,0,0,64,0,0,0,0,0,650,33,0,33,0,0,7327
AN,5/24/2020,0,0,0,0,0,0,0,0,0,0,0,650,33,0,33,0,0,7327
AN,5/25/2020,0,0,0,0,0,36,0,0,0,0,0,686,33,0,33,0,0,7363
AN,5/26/2020,0,0,0,0,0,85,0,0,0,0,0,483,33,0,33,0,0,7448
AN,5/27/2020,0,0,0,0,0,51,0,0,0,0,0,417,33,0,33,0,0,7499
AN,5/28/2020,0,0,0,0,0,20,0,0,0,0,0,352,33,0,33,0,0,7519
AN,5/29/2020,0,0,0,0,0,48,0,0,0,0,0,304,33,0,33,0,0,7567
AN,5/30/2020,0,0,0,0,0,0,0,0,0,0,0,240,33,0,33,0,0,7567
AN,5/31/2020,0,0,0,0,0,139,0,0,0,0,0,379,33,0,33,0,0,7706
AN,6/1/2020,0,0,0,0,0,99,0,0,0,0,0,442,33,0,33,0,0,7805
AN,6/2/2020,0,0,0,0,0,281,0,0,0,0,0,638,33,0,33,0,0,8086
AN,6/3/2020,0,0,0,0,0,209,0,0,0,0,0,796,33,0,33,0,0,8295
AN,6/4/2020,0,0,0,0,0,118,0,0,0,0,0,894,33,0,33,0,0,8413
AN,6/5/2020,0,0,0,0,0,281,0,0,0,0,0,1127,33,0,33,0,0,8694
AN,6/6/2020,0,0,0,0,0,343,0,0,0,0,0,1470,33,0,33,0,0,9037
AN,6/7/2020,0,0,0,0,0,205,0,0,0,0,0,1536,33,0,33,0,0,9242
AN,6/8/2020,0,0,0,0,0,99,0,0,0,0,0,1536,33,0,33,0,0,9341
AN,6/9/2020,1,0,0,0,0,518,1,0,0,0,0,1773,34,0,33,0,0,9859
AN,6/10/2020,1,0,0,0,0,151,2,0,0,0,0,1715,35,0,33,0,0,10010
AN,6/11/2020,3,0,0,0,0,216,5,0,0,0,0,1813,38,0,33,0,0,10226
AN,6/12/2020,0,0,0,0,0,471,5,0,0,0,0,2003,38,0,33,0,0,10697
AN,6/13/2020,0,0,0,0,0,258,5,0,0,0,0,1918,38,0,33,0,0,10955
AN,6/14/2020,2,0,0,0,0,401,7,0,0,0,0,2114,40,0,33,0,0,11356
AN,6/15/2020,1,0,0,0,0,162,8,0,0,0,0,2177,41,0,33,0,0,11518
AN,6/16/2020,3,0,0,0,0,291,10,0,0,0,0,1950,44,0,33,0,0,11809
AN,6/17/2020,0,0,0,0,0,430,9,0,0,0,0,2229,44,0,33,0,0,12239
AN,6/18/2020,1,0,2,0,0,383,7,0,2,0,0,2396,45,0,35,0,0,12622
AN,6/19/2020,2,0,0,0,0,308,9,0,2,0,0,2233,47,0,35,0,0,12930
AN,6/20/2020,0,0,0,0,0,390,9,0,2,0,0,2365,47,0,35,0,0,13320
AN,6/21/2020,1,0,2,0,0,114,8,0,4,0,0,2078,48,0,37,0,0,13434
AN,6/22/2020,0,0,0,0,0,77,7,0,4,0,0,1993,48,0,37,0,0,13511
AN,6/23/2020,2,0,3,0,0,212,6,0,7,0,0,1914,50,0,40,0,0,13723
AN,6/24/2020,6,0,1,0,0,271,12,0,8,0,0,1755,56,0,41,0,0,13994
AN,6/25/2020,2,0,0,0,0,283,13,0,6,0,0,1655,58,0,41,0,0,14277
AN,6/26/2020,14,0,2,0,0,306,25,0,8,0,0,1653,72,0,43,0,0,14583
AN,6/27/2020,0,0,0,0,0,268,25,0,8,0,0,1531,72,0,43,0,0,14851
AN,6/28/2020,11,0,2,0,0,243,35,0,8,0,0,1660,83,0,45,0,0,15094
AN,6/29/2020,7,0,0,0,0,316,42,0,8,0,0,1899,90,0,45,0,0,15410
AN,6/30/2020,7,0,0,0,0,299,47,0,5,0,0,1986,97,0,45,0,0,15709
AN,7/1/2020,3,0,5,0,0,273,44,0,9,0,0,1988,100,0,50,0,0,15982
AN,7/2/2020,9,0,1,0,0,296,51,0,10,0,0,2001,109,0,51,0,0,16278
AN,7/3/2020,7,0,3,0,0,348,44,0,11,0,0,2043,116,0,54,0,0,16626
AN,7/4/2020,3,0,12,0,0,206,47,0,23,0,0,1981,119,0,66,0,0,16832
AN,7/5/2020,6,0,6,0,0,77,42,0,27,0,0,1815,125,0,72,0,0,16909
AN,7/6/2020,16,0,2,0,0,186,51,0,29,0,0,1685,141,0,74,0,0,17095
AN,7/7/2020,6,0,0,0,0,286,50,0,29,0,0,1672,147,0,74,0,0,17381
AN,7/8/2020,2,0,0,0,0,262,49,0,24,0,0,1661,149,0,74,0,0,17643
AN,7/9/2020,7,0,9,0,0,209,47,0,32,0,0,1574,156,0,83,0,0,17852
AN,7/10/2020,0,0,9,0,0,194,40,0,38,0,0,1420,156,0,92,0,0,18046
AN,7/11/2020,0,0,0,0,0,269,37,0,26,0,0,1483,156,0,92,0,0,18315
AN,7/12/2020,7,0,8,0,0,132,38,0,28,0,0,1538,163,0,100,0,0,18447
AN,7/13/2020,3,0,9,0,0,162,25,0,35,0,0,1514,166,0,109,0,0,18609
AN,7/14/2020,5,0,20,0,0,275,24,0,55,0,0,1503,171,0,129,0,0,18884
AN,7/15/2020,5,0,1,0,0,177,27,0,56,0,0,1418,176,0,130,0,0,19061
AN,7/16/2020,4,0,3,0,0,166,24,0,50,0,0,1375,180,0,133,0,0,19227
AN,7/17/2020,4,0,9,0,0,194,28,0,50,0,0,1375,184,0,142,0,0,19421
AN,7/18/2020,4,0,3,0,0,250,32,0,53,0,0,1356,188,0,145,0,0,19671
AN,7/19/2020,15,0,0,0,0,233,40,0,45,0,0,1457,203,0,145,0,0,19904
AN,7/20/2020,4,0,6,0,0,397,41,0,42,0,0,1692,207,0,151,0,0,20301
AN,7/21/2020,5,0,8,0,0,341,41,0,30,0,0,1758,212,0,159,0,0,20642
AN,7/22/2020,9,0,4,0,0,401,45,0,33,0,0,1982,221,0,163,0,0,21043
AN,7/23/2020,19,0,7,0,0,267,60,0,37,0,0,2083,240,0,170,0,0,21310
AN,7/24/2020,19,0,4,0,0,433,75,0,32,0,0,2322,259,0,174,0,0,21743
AN,7/25/2020,31,0,2,0,0,222,102,0,31,0,0,2294,290,0,176,0,0,21965
AN,7/26/2020,28,0,4,0,0,84,115,0,35,0,0,2145,318,0,180,0,0,22049
AN,7/27/2020,20,1,12,0,0,499,131,1,41,0,0,2247,338,1,192,0,0,22548
AN,7/28/2020,25,0,4,0,0,377,151,1,37,0,0,2283,363,1,196,0,0,22925
AN,7/29/2020,65,1,5,0,0,292,207,2,38,0,0,2174,428,2,201,0,0,23217
AN,7/30/2020,42,1,0,0,0,398,230,3,31,0,0,2305,470,3,201,0,0,23615
AN,7/31/2020,78,2,13,0,0,423,289,5,40,0,0,2295,548,5,214,0,0,24038
AN,8/1/2020,88,2,12,0,0,270,346,7,50,0,0,2343,636,7,226,0,0,24308
AN,8/2/2020,98,1,16,0,0,272,416,8,62,0,0,2531,734,8,242,0,0,24580
AN,8/3/2020,96,2,21,0,0,454,492,9,71,0,0,2486,830,10,263,0,0,25034
AN,8/4/2020,98,2,14,0,0,458,565,11,81,0,0,2567,928,12,277,0,0,25492
AN,8/5/2020,99,2,49,0,0,334,599,12,125,0,0,2609,1027,14,326,0,0,25826
AN,8/6/2020,96,2,29,0,0,690,653,13,154,0,0,2901,1123,16,355,0,0,26516
AN,8/7/2020,99,3,70,0,0,399,674,14,211,0,0,2877,1222,19,425,0,0,26915
AN,8/8/2020,129,1,75,0,0,158,715,13,274,0,0,2765,1351,20,500,0,0,27073
AN,8/9/2020,139,0,148,0,0,30,756,12,406,0,0,2523,1490,20,648,0,0,27103
AN,8/10/2020,135,0,61,0,0,243,795,10,446,0,0,2312,1625,20,709,0,0,27346
AN,8/11/2020,139,1,40,0,0,109,836,9,472,0,0,1963,1764,21,749,0,0,27455
AN,8/12/2020,136,0,80,0,0,289,873,7,503,0,0,1918,1900,21,829,0,0,27744
AN,8/13/2020,137,1,95,0,0,229,914,6,569,0,0,1457,2037,22,924,0,0,27973
AN,8/14/2020,149,2,108,0,0,156,964,5,607,0,0,1214,2186,24,1032,0,0,28129
AN,8/15/2020,120,0,96,0,0,80,955,4,628,0,0,1136,2306,24,1128,0,0,28209
AN,8/16/2020,93,4,98,0,0,20,909,8,578,0,0,1126,2399,28,1226,0,0,28229
AN,8/17/2020,46,1,99,0,0,443,820,9,616,0,0,1326,2445,29,1325,0,0,28672
AN,8/18/2020,84,1,96,0,0,265,765,9,672,0,0,1482,2529,30,1421,0,0,28937
AN,8/19/2020,75,0,108,0,0,366,704,9,700,0,0,1559,2604,30,1529,0,0,29303
AN,8/20/2020,76,1,109,0,0,184,643,9,714,0,0,1514,2680,31,1638,0,0,29487
AN,8/21/2020,67,1,106,0,0,86,561,8,712,0,0,1444,2747,32,1744,0,0,29573
AN,8/22/2020,61,0,109,0,0,315,502,8,725,0,0,1679,2808,32,1853,0,0,29888
AN,8/23/2020,52,1,110,0,0,390,461,5,737,0,0,2049,2860,33,1963,0,0,30278
AN,8/24/2020,44,2,129,0,0,235,459,6,767,0,0,1841,2904,35,2092,0,0,30513
AN,8/25/2020,41,2,139,0,0,569,416,7,810,0,0,2145,2945,37,2231,0,0,31082
AN,8/26/2020,40,4,78,0,0,564,381,11,780,0,0,2343,2985,41,2309,0,0,31646
AN,8/27/2020,33,1,65,0,0,184,338,11,736,0,0,2343,3018,42,2374,0,0,31830
AN,8/28/2020,32,0,70,0,0,270,303,10,700,0,0,2527,3050,42,2444,0,0,32100
AN,8/29/2020,31,2,75,0,0,307,273,12,666,0,0,2519,3081,44,2519,0,0,32407
AN,8/30/2020,23,1,67,0,0,267,244,12,623,0,0,2396,3104,45,2586,0,0,32674
AN,8/31/2020,28,1,61,0,0,811,228,11,555,0,0,2972,3132,46,2647,0,0,33485
AN,9/1/2020,28,0,67,0,0,1619,215,9,483,0,0,4022,3160,46,2714,0,0,35104
AN,9/2/2020,26,1,44,0,0,1032,201,6,449,0,0,4490,3186,47,2758,0,0,36136
AN,9/3/2020,37,1,65,0,0,939,205,6,449,0,0,5245,3223,48,2823,0,0,37075
AN,9/4/2020,34,1,40,0,0,750,207,7,419,0,0,5725,3257,49,2863,0,0,37825
AN,9/5/2020,35,1,41,0,0,749,211,6,385,0,0,6167,3292,50,2904,0,0,38574
AN,9/6/2020,40,0,47,0,0,631,228,5,365,0,0,6531,3332,50,2951,0,0,39205
AN,9/7/2020,27,0,46,0,0,790,227,4,350,0,0,6510,3359,50,2997,0,0,39995
AN,9/8/2020,33,0,38,0,0,1044,232,4,321,0,0,5935,3392,50,3035,0,0,41039
AN,9/9/2020,34,1,43,0,0,737,240,4,320,0,0,5640,3426,51,3078,0,0,41776
AN,9/10/2020,39,0,43,0,0,1016,242,3,298,0,0,5717,3465,51,3121,0,0,42792
AN,9/11/2020,29,0,36,0,0,888,237,2,294,0,0,5855,3494,51,3157,0,0,43680
AN,9/12/2020,27,0,45,0,0,890,229,1,298,0,0,5996,3521,51,3202,0,0,44570
AN,9/13/2020,25,0,41,0,0,709,214,1,292,0,0,6074,3546,51,3243,0,0,45279
AN,9/14/2020,11,1,35,0,0,708,198,2,281,0,0,5992,3557,52,3278,0,0,45987
AN,9/15/2020,17,0,40,0,0,836,182,2,283,0,0,5784,3574,52,3318,0,0,46823
AN,9/16/2020,19,0,27,0,0,971,167,1,267,0,0,6018,3593,52,3345,0,0,47794
AN,9/17/2020,11,0,33,0,0,1067,139,1,257,0,0,6069,3604,52,3378,0,0,48861
AN,9/18/2020,27,0,36,0,0,1174,137,1,257,0,0,6355,3631,52,3414,0,0,50035
AN,9/19/2020,13,0,22,0,0,646,123,1,234,0,0,6111,3644,52,3436,0,0,50681
AN,9/20/2020,7,0,15,0,0,581,105,1,208,0,0,5983,3651,52,3451,0,0,51262
AN,9/21/2020,22,0,18,0,0,958,116,0,191,0,0,6233,3673,52,3469,0,0,52220
AN,9/22/2020,18,0,10,0,0,625,117,0,161,0,0,6022,3691,52,3479,0,0,52845
AN,9/23/2020,21,0,15,0,0,746,119,0,149,0,0,5797,3712,52,3494,0,0,53591
AN,9/24/2020,32,0,9,0,0,-599,140,0,125,0,0,4131,3744,52,3503,0,0,52992
AN,9/25/2020,15,0,25,0,0,2177,128,0,114,0,0,5134,3759,52,3528,0,0,55169
AN,9/26/2020,15,0,23,0,0,890,130,0,115,0,0,5378,3774,52,3551,0,0,56059
AN,9/27/2020,20,1,2,0,0,602,143,1,102,0,0,5399,3794,53,3553,0,0,56661
AN,9/28/2020,9,0,29,0,0,682,130,1,113,0,0,5123,3803,53,3582,0,0,57343
AN,9/29/2020,18,0,5,0,0,792,130,1,108,0,0,5290,3821,53,3587,0,0,58135
AN,9/30/2020,14,0,21,0,0,628,123,1,114,0,0,5172,3835,53,3608,0,0,58763
AN,10/1/2020,13,0,15,0,0,913,104,1,120,0,0,6684,3848,53,3623,0,0,59676
AN,10/2/2020,10,0,8,0,0,761,99,1,103,0,0,5268,3858,53,3631,0,0,60437
AN,10/3/2020,10,0,11,0,0,794,94,1,91,0,0,5172,3868,53,3642,0,0,61231
AN,10/4/2020,16,0,7,0,0,872,90,0,96,0,0,5442,3884,53,3649,0,0,62103
AN,10/5/2020,15,1,10,0,0,906,96,1,77,0,0,5666,3899,54,3659,0,0,63009
AN,10/6/2020,13,0,19,0,0,781,91,1,91,0,0,5655,3912,54,3678,0,0,63790
AN,10/7/2020,23,0,18,0,0,1321,100,1,88,0,0,6348,3935,54,3696,0,0,65111
AN,10/8/2020,17,1,11,0,0,1133,104,2,84,0,0,6568,3952,55,3707,0,0,66244
AN,10/9/2020,24,0,17,0,0,1088,118,2,93,0,0,6895,3976,55,3724,0,0,67332
AN,10/10/2020,16,0,20,0,0,1132,124,2,102,0,0,7233,3992,55,3744,0,0,68464
AN,10/11/2020,13,0,20,0,0,682,121,2,115,0,0,7043,4005,55,3764,0,0,69146
AN,10/12/2020,18,0,6,0,0,786,124,1,111,0,0,6923,4023,55,3770,0,0,69932
AN,10/13/2020,13,0,12,0,0,848,124,1,104,0,0,6990,4036,55,3782,0,0,70780
AN,10/14/2020,10,0,14,0,0,844,111,1,100,0,0,6513,4046,55,3796,0,0,71624
AN,10/15/2020,16,0,21,0,0,901,110,0,110,0,0,6281,4062,55,3817,0,0,72525
AN,10/16/2020,10,1,14,0,0,838,96,1,107,0,0,6031,4072,56,3831,0,0,73363
AN,10/17/2020,11,0,17,0,0,914,91,1,104,0,0,5813,4083,56,3848,0,0,74277
AN,10/18/2020,25,0,20,0,0,753,103,1,104,0,0,5884,4108,56,3868,0,0,75030
AN,10/19/2020,18,0,24,0,0,947,103,1,122,0,0,6045,4126,56,3892,0,0,75977
AN,10/20/2020,15,0,10,0,0,1223,105,1,120,0,0,6420,4141,56,3902,0,0,77200
AN,10/21/2020,27,0,11,0,0,1103,122,1,117,0,0,6679,4168,56,3913,0,0,78303
AN,10/22/2020,16,1,24,0,0,998,122,2,120,0,0,6776,4184,57,3937,0,0,79301
AN,10/23/2020,23,1,8,0,0,1467,135,2,114,0,0,7405,4207,58,3945,0,0,80768
AN,10/24/2020,18,0,23,0,0,1112,142,2,120,0,0,7603,4225,58,3968,0,0,81880
AN,10/25/2020,20,0,15,0,0,746,137,2,115,0,0,7596,4245,58,3983,0,0,82626
AN,10/26/2020,8,0,14,0,0,489,127,2,105,0,0,7138,4253,58,3997,0,0,83115
AN,10/27/2020,21,0,22,0,0,1193,133,2,117,0,0,7108,4274,58,4019,0,0,84308
AN,10/28/2020,15,0,20,0,0,1070,121,2,126,0,0,7075,4289,58,4039,0,0,85378
AN,10/29/2020,16,1,15,0,0,1337,121,2,117,0,0,7414,4305,59,4054,0,0,86715
AN,10/30/2020,12,0,22,0,0,1074,110,1,131,0,0,7021,4317,59,4076,0,0,87789
AN,10/31/2020,15,0,24,0,0,664,107,1,132,0,0,6573,4332,59,4100,0,0,88453
AN,11/1/2020,8,1,12,0,0,1106,95,2,129,0,0,6933,4340,60,4112,0,0,89559
AN,11/2/2020,12,0,20,0,0,1342,99,2,135,0,0,7786,4352,60,4132,0,0,90901
AN,11/3/2020,20,0,21,0,0,1348,98,2,134,0,0,7941,4372,60,4153,0,0,92249
AN,11/4/2020,17,0,10,0,0,1157,100,2,124,0,0,8028,4389,60,4163,0,0,93406
AN,11/5/2020,14,0,12,0,0,1233,98,1,121,0,0,7924,4403,60,4175,0,0,94639
AN,11/6/2020,17,0,19,0,0,1575,103,1,118,0,0,8425,4420,60,4194,0,0,96214
AN,11/7/2020,21,0,12,0,0,1389,109,1,106,0,0,9150,4441,60,4206,0,0,97603
AN,11/8/2020,9,0,15,0,0,1209,110,0,109,0,0,9253,4450,60,4221,0,0,98812
AN,11/9/2020,13,0,18,0,0,1213,111,0,107,0,0,9124,4463,60,4239,0,0,100025
AN,11/10/2020,14,0,16,0,0,1201,105,0,102,0,0,8977,4477,60,4255,0,0,101226
AN,11/11/2020,17,0,12,0,0,1207,105,0,104,0,0,9027,4494,60,4267,0,0,102433
AN,11/12/2020,13,1,15,0,0,1166,104,1,107,0,0,8960,4507,61,4282,0,0,103599
AN,11/13/2020,11,0,22,0,0,1186,98,1,110,0,0,8571,4518,61,4304,0,0,104785
AN,11/14/2020,9,0,11,0,0,914,86,1,109,0,0,8096,4527,61,4315,0,0,105699
AN,11/15/2020,9,0,15,0,0,1035,86,1,109,0,0,7922,4536,61,4330,0,0,106734
AN,11/16/2020,21,0,16,0,0,1346,94,1,107,0,0,8055,4557,61,4346,0,0,108080
AN,11/17/2020,17,0,17,0,0,1566,97,1,108,0,0,8420,4574,61,4363,0,0,109646
AN,11/18/2020,19,0,15,0,0,1520,99,1,111,0,0,8733,4593,61,4378,0,0,111166
AN,11/19/2020,11,0,20,0,0,1626,97,0,116,0,0,9193,4604,61,4398,0,0,112792
AN,11/20/2020,13,0,10,0,0,1600,99,0,104,0,0,9607,4617,61,4408,0,0,114392
AN,11/21/2020,14,0,20,0,0,1576,104,0,113,0,0,10269,4631,61,4428,0,0,115968
AN,11/22/2020,10,0,12,0,0,1125,105,0,110,0,0,10359,4641,61,4440,0,0,117093
AN,11/23/2020,15,0,13,0,0,1561,99,0,107,0,0,10574,4656,61,4453,0,0,118654
AN,11/24/2020,11,0,11,0,0,1670,93,0,101,0,0,10678,4667,61,4464,0,0,120324
AN,11/25/2020,10,0,15,0,0,1607,84,0,101,0,0,10765,4677,61,4479,0,0,121931
AN,11/26/2020,5,0,12,0,0,1234,78,0,93,0,0,10373,4682,61,4491,0,0,123165
AN,11/27/2020,7,0,17,0,0,1667,72,0,100,0,0,10440,4689,61,4508,0,0,124832
AN,11/28/2020,9,0,10,0,0,1499,67,0,90,0,0,10363,4698,61,4518,0,0,126331
AN,11/29/2020,6,0,19,0,0,1581,63,0,97,0,0,10819,4704,61,4537,0,0,127912
AN,11/30/2020,6,0,13,0,0,1477,54,0,97,0,0,10735,4710,61,4550,0,0,129389
AN,12/1/2020,8,0,16,0,0,1691,51,0,102,0,0,10756,4718,61,4566,0,0,131080
AN,12/2/2020,5,0,17,0,0,1704,46,0,104,0,0,10853,4723,61,4583,0,0,132784
AN,12/3/2020,6,0,14,0,0,1571,47,0,106,0,0,11190,4729,61,4597,0,0,134355
AN,12/4/2020,13,0,14,0,0,1597,53,0,103,0,0,11120,4742,61,4611,0,0,135952
AN,12/5/2020,5,0,5,0,0,1696,49,0,98,0,0,11317,4747,61,4616,0,0,137648
AN,12/6/2020,11,0,8,0,0,1678,54,0,87,0,0,11414,4758,61,4624,0,0,139326
AN,12/7/2020,15,0,7,0,0,1635,63,0,81,0,0,11572,4773,61,4631,0,0,140961
AN,12/8/2020,5,0,16,0,0,1706,60,0,81,0,0,11587,4778,61,4647,0,0,142667
AN,12/9/2020,5,0,0,0,0,1734,60,0,64,0,0,11617,4783,61,4647,0,0,144401
AN,12/10/2020,8,0,5,0,0,1742,62,0,55,0,0,11788,4791,61,4652,0,0,146143
AN,12/11/2020,7,0,7,0,0,1663,56,0,48,0,0,11854,4798,61,4659,0,0,147806
AN,12/12/2020,7,0,6,0,0,2120,58,0,49,0,0,12278,4805,61,4665,0,0,149926
AN,12/13/2020,13,0,8,0,0,2078,60,0,49,0,0,12678,4818,61,4673,0,0,152004
AN,12/14/2020,16,0,8,0,0,1681,61,0,50,0,0,12724,4834,61,4681,0,0,153685
AN,12/15/2020,8,0,7,0,0,1769,64,0,41,0,0,12787,4842,61,4688,0,0,155454
AN,12/16/2020,8,0,10,0,0,1788,67,0,51,0,0,12841,4850,61,4698,0,0,157242
AN,12/17/2020,10,0,9,0,0,1785,69,0,55,0,0,12884,4860,61,4707,0,0,159027
AN,12/18/2020,9,0,5,0,0,1829,71,0,53,0,0,13050,4869,61,4712,0,0,160856
AN,12/19/2020,6,0,7,0,0,1965,70,0,54,0,0,12895,4875,61,4719,0,0,162821
AN,12/20/2020,6,0,13,0,0,2203,63,0,59,0,0,13020,4881,61,4732,0,0,165024
AN,12/21/2020,7,1,8,0,0,1821,54,1,59,0,0,13160,4888,62,4740,0,0,166845
AN,12/22/2020,5,0,9,0,0,1924,51,1,61,0,0,13315,4893,62,4749,0,0,168769
AN,12/23/2020,3,0,12,0,0,1897,46,1,63,0,0,13424,4896,62,4761,0,0,170666
AN,12/24/2020,5,0,14,0,0,2090,41,1,68,0,0,13729,4901,62,4775,0,0,172756
AN,12/25/2020,11,0,6,0,0,1726,43,1,69,0,0,13626,4912,62,4781,0,0,174482
AN,12/26/2020,0,0,8,0,0,1096,37,1,70,0,0,12757,4912,62,4789,0,0,175578
AN,12/27/2020,12,0,9,0,0,1320,43,1,66,0,0,11874,4924,62,4798,0,0,176898
AN,12/28/2020,5,0,5,0,0,1028,41,0,63,0,0,11081,4929,62,4803,0,0,177926
AN,12/29/2020,7,0,8,0,0,1518,43,0,62,0,0,10675,4936,62,4811,0,0,179444
AN,12/30/2020,5,0,9,0,0,1182,45,0,59,0,0,9960,4941,62,4820,0,0,180626
AN,12/31/2020,4,0,6,0,0,1014,44,0,51,0,0,8884,4945,62,4826,0,0,181640
AN,1/1/2021,1,0,4,0,0,991,34,0,49,0,0,8149,4946,62,4830,0,0,182631
