state,date,delta_confirmed,delta_deceased,delta_recovered,delta_vaccinated1,delta_vaccinated2,delta_tested,delta7_confirmed,delta7_deceased,delta7_recovered,delta7_vaccinated1,delta7_vaccinated2,delta7_tested,total_confirmed,total_deceased,total_recovered,total_vaccinated1,total_vaccinated2,total_tested
CH,5/29/2021,163,5,450,4944,28,3076,1611,48,4362,27010,242,21191,59740,740,56534,264562,74854,502637
CH,5/30/2021,182,5,509,3860,3,3262,1433,43,4130,27679,243,20812,59922,745,57043,268422,74857,505899
CH,5/31/2021,124,8,483,6000,44,2570,1312,44,3929,28645,256,20287,60046,753,57526,274422,74901,508469
CH,6/1/2021,108,5,389,5768,32,2255,1162,44,3700,31510,250,19576,60154,758,57915,280190,74933,510724
CH,6/2/2021,134,3,361,5450,27,2830,1072,39,3355,35524,263,19606,60288,761,58276,285640,74960,513554
CH,6/3/2021,111,1,226,5894,31,2775,983,33,2944,36529,259,19741,60399,762,58502,291534,74991,516329
CH,6/4/2021,88,3,215,5415,52,2602,910,30,2633,37331,217,19370,60487,765,58717,296949,75043,518931
CH,6/5/2021,98,3,175,5610,53,2785,845,28,2358,37997,242,19079,60585,768,58892,302559,75096,521716
CH,6/6/2021,74,4,162,2051,12,2164,737,27,2011,36188,251,17981,60659,772,59054,304610,75108,523880
CH,6/7/2021,48,2,139,3249,117,1664,661,21,1667,33437,324,17075,60707,774,59193,307859,75225,525544
CH,6/8/2021,71,5,121,1457,80,2458,624,21,1399,29126,372,17278,60778,779,59314,309316,75305,528002
CH,6/9/2021,84,2,118,2341,102,2481,574,20,1156,26017,447,16929,60862,781,59432,311657,75407,530483
CH,6/10/2021,66,2,132,2173,97,2560,529,21,1062,22296,513,16714,60928,783,59564,313830,75504,533043
CH,6/11/2021,70,3,84,5823,109,2131,511,21,931,22704,570,16243,60998,786,59648,319653,75613,535174
CH,6/12/2021,58,3,79,5725,104,2408,471,21,835,22819,621,15866,61056,789,59727,325378,75717,537582
CH,6/13/2021,54,3,71,3897,22,1771,451,20,744,24665,631,15473,61110,792,59798,329275,75739,539353
CH,6/14/2021,50,2,61,6746,107,1565,453,20,666,28162,621,15374,61160,794,59859,336021,75846,540918
CH,6/15/2021,40,3,58,6695,191,1608,422,18,603,33400,732,14524,61200,797,59917,342716,76037,542526
CH,6/16/2021,41,2,63,6057,167,1783,379,18,548,37116,797,13826,61241,799,59980,348773,76204,544309
CH,6/17/2021,69,3,96,6810,188,2072,382,19,512,41753,888,13338,61310,802,60076,355583,76392,546381
CH,6/18/2021,48,2,47,7517,225,1705,360,18,475,43447,1004,12912,61358,804,60123,363100,76617,548086
CH,6/19/2021,45,2,78,9252,354,1717,347,17,474,46974,1254,12221,61403,806,60201,372352,76971,549803
CH,6/20/2021,27,0,70,3422,64,1775,320,14,473,46499,1296,12225,61430,806,60271,375774,77035,551578
CH,6/21/2021,14,0,56,6470,197,1173,284,12,468,46223,1386,11833,61444,806,60327,382244,77232,552751
CH,6/22/2021,23,0,56,7404,363,1413,267,9,466,46932,1558,11638,61467,806,60383,389648,77595,554164
CH,6/23/2021,53,1,63,6708,352,1621,279,8,466,47583,1743,11476,61520,807,60446,396356,77947,555785
CH,6/24/2021,22,0,42,5686,674,1687,232,5,412,46459,2229,11091,61542,807,60488,402042,78621,557472
CH,6/25/2021,39,0,45,6605,1223,2019,223,3,410,45547,3227,11405,61581,807,60533,408647,79844,559491
CH,6/26/2021,23,0,44,8657,1714,1573,201,1,376,44952,4587,11261,61604,807,60577,417304,81558,561064
CH,6/27/2021,20,0,37,4441,823,1363,194,1,343,45971,5346,10849,61624,807,60614,421745,82381,562427
CH,6/28/2021,8,0,30,6035,1682,1594,188,1,317,45536,6831,11270,61632,807,60644,427780,84063,564021
CH,6/29/2021,24,1,41,6240,1797,1400,189,2,302,44372,8265,11257,61656,808,60685,434020,85860,565421
CH,6/30/2021,14,0,23,5281,1716,1751,150,1,262,42945,9629,11387,61670,808,60708,439301,87576,567172
CH,7/1/2021,17,0,22,5243,1777,1682,145,1,242,42502,10732,11382,61687,808,60730,444544,89353,568854
CH,7/2/2021,13,0,15,4848,2358,1683,119,1,212,40745,11867,11046,61700,808,60745,449392,91711,570537
CH,7/3/2021,18,0,16,7242,3241,1650,114,1,184,39330,13394,11123,61718,808,60761,456634,94952,572187
CH,7/4/2021,10,0,16,4806,1758,1253,104,1,163,39695,14329,11013,61728,808,60777,461440,96710,573440
CH,7/5/2021,12,1,38,5757,2694,1502,108,2,171,39417,15341,10921,61740,809,60815,467197,99404,574942
CH,7/6/2021,12,0,22,4841,2742,1515,96,1,152,38018,16286,11036,61752,809,60837,472038,102146,576457
CH,7/7/2021,28,0,35,4038,2513,1409,110,1,164,36775,17083,10694,61780,809,60872,476076,104659,577866
CH,7/8/2021,14,0,13,3459,2460,1683,107,1,155,34991,17766,10695,61794,809,60885,479535,107119,579549
CH,7/9/2021,17,0,16,4351,3491,1676,111,1,156,34494,18899,10688,61811,809,60901,483886,110610,581225
CH,7/10/2021,12,0,13,6326,4433,0,105,1,153,33578,20091,9038,61823,809,60914,490212,115043,581225
CH,7/11/2021,8,0,12,4424,2054,3504,103,1,149,33196,20387,11289,61831,809,60926,494636,117097,584729
CH,7/12/2021,10,0,13,5692,3296,1603,101,0,124,33131,20989,11390,61841,809,60939,500328,120393,586332
CH,7/13/2021,3,0,19,15001,2985,1306,92,0,121,43291,21232,11181,61844,809,60958,515329,123378,587638
CH,7/14/2021,7,0,12,5173,2763,1706,71,0,98,44426,21482,11478,61851,809,60970,520502,126141,589344
CH,7/15/2021,5,0,10,5479,3057,1507,62,0,95,46446,22079,11302,61856,809,60980,525981,129198,590851
CH,7/16/2021,6,0,15,5759,3408,1404,51,0,94,47854,21996,11030,61862,809,60995,531740,132606,592255
CH,7/17/2021,8,0,13,7169,4639,1620,47,0,94,48697,22202,12650,61870,809,61008,538909,137245,593875
CH,7/18/2021,19,0,22,5268,2995,1574,58,0,104,49541,23143,10720,61889,809,61030,544177,140240,595449
CH,7/19/2021,4,0,8,5208,3603,1197,52,0,99,49057,23450,10314,61893,809,61038,549385,143843,596646
CH,7/20/2021,14,0,18,5533,4728,1421,63,0,98,39589,25193,10429,61907,809,61056,554918,148571,598067
CH,7/21/2021,7,0,8,3932,3619,1551,63,0,94,38348,26049,10274,61914,809,61064,558850,152190,599618
CH,7/22/2021,2,0,9,4885,4811,992,60,0,93,37754,27803,9759,61916,809,61073,563735,157001,600610
CH,7/23/2021,1,0,2,5717,4938,1393,55,0,80,37712,29333,9748,61917,809,61075,569452,161939,602003
CH,7/24/2021,5,0,6,7461,6274,1473,52,0,73,38004,30968,9601,61922,809,61081,576913,168213,603476
CH,7/25/2021,5,0,4,4700,2800,1293,38,0,55,37436,30773,9320,61927,809,61085,581613,171013,604769
CH,7/26/2021,4,0,1,5468,3901,1440,38,0,48,37696,31071,9563,61931,809,61086,587081,174914,606209
CH,7/27/2021,7,0,6,5663,3999,1420,31,0,36,37826,30342,9562,61938,809,61092,592744,178913,607629
CH,7/28/2021,5,0,6,5157,3894,1630,29,0,34,39051,30617,9641,61943,809,61098,597901,182807,609259
CH,7/29/2021,5,0,4,5223,3424,1610,32,0,29,39389,29230,10259,61948,809,61102,603124,186231,610869
CH,7/30/2021,4,1,4,4882,4131,1572,35,1,31,38554,28423,10438,61952,810,61106,608006,190362,612441
CH,7/31/2021,1,1,5,34822,5016,1450,31,2,30,65915,27165,10415,61953,811,61111,642828,195378,613891
CH,8/1/2021,1,0,2,4019,2214,1357,27,2,28,65234,26579,10479,61954,811,61113,646847,197592,615248
CH,8/2/2021,6,0,3,5044,2735,1169,29,2,30,64810,25413,10208,61960,811,61116,651891,200327,616417
CH,8/3/2021,5,0,4,8012,3102,1480,27,2,28,67159,24516,10268,61965,811,61120,659903,203429,617897
CH,8/4/2021,0,0,3,4606,2662,1498,22,2,25,66608,23284,10136,61965,811,61123,664509,206091,619395
CH,8/5/2021,1,0,4,4775,2957,1557,18,2,25,66160,22817,10083,61966,811,61127,669284,209048,620952
CH,8/6/2021,4,0,5,10610,3854,1798,18,1,26,71888,22540,10309,61970,811,61132,679894,212902,622750
CH,8/7/2021,4,0,5,6715,5329,1652,21,0,26,43781,22853,10511,61974,811,61137,686609,218231,624402
CH,8/8/2021,4,0,5,4206,2427,1524,24,0,29,43968,23066,10678,61978,811,61142,690815,220658,625926
CH,8/9/2021,6,0,4,9514,2911,1357,24,0,30,48438,23242,10866,61984,811,61146,700329,223569,627283
CH,8/10/2021,8,0,4,6253,3245,1777,27,0,30,46679,23385,11163,61992,811,61150,706582,226814,629060
CH,8/11/2021,5,0,1,5181,3484,1842,32,0,28,47254,24207,11507,61997,811,61151,711763,230298,630902
CH,8/12/2021,12,0,10,5694,3817,2008,43,0,34,48173,25067,11958,62009,811,61161,717457,234115,632910
CH,8/13/2021,15,0,10,7179,4560,2039,54,0,39,44742,25773,12199,62024,811,61171,724636,238675,634949
CH,8/14/2021,4,0,2,8943,5676,1826,54,0,36,46970,26120,12373,62028,811,61173,733579,244351,636775
CH,8/15/2021,1,0,1,5021,3062,1506,51,0,32,47785,26755,12355,62029,811,61174,738600,247413,638281
CH,8/16/2021,2,0,3,7989,4639,1628,47,0,31,46260,28483,12626,62031,811,61177,746589,252052,639909
CH,8/17/2021,4,0,5,6305,4213,1701,43,0,32,46312,29451,12550,62035,811,61182,752894,256265,641610
CH,8/18/2021,10,0,8,5631,4046,2079,48,0,39,46762,30013,12787,62045,811,61190,758525,260311,643689
CH,8/19/2021,6,0,6,5233,4123,2156,42,0,35,46301,30319,12935,62051,811,61196,763758,264434,645845
CH,8/20/2021,5,1,5,4431,3776,2268,32,1,30,43553,29535,13164,62056,812,61201,768189,268210,648113
CH,8/21/2021,6,0,5,3948,3908,2441,34,1,33,38558,27767,13779,62062,812,61206,772137,272118,650554
CH,8/22/2021,3004,0,3007,69,76,2103,3037,1,3039,33606,24781,14376,65066,812,64213,772206,272194,652657
CH,8/23/2021,2,0,7,4947,3944,1691,3037,1,3043,30564,24086,14439,65068,812,64220,777153,276138,654348
CH,8/24/2021,1,0,2,4012,4101,2311,3034,1,3040,28271,23974,15049,65069,812,64222,781165,280239,656659
CH,8/25/2021,2,0,1,3819,4113,2026,3026,1,3033,26459,24041,14996,65071,812,64223,784984,284352,658685
CH,8/26/2021,6,0,3,4053,4216,2011,3026,1,3030,25279,24134,14851,65077,812,64226,789037,288568,660696
CH,8/27/2021,7,0,4,4574,5663,2747,3028,0,3029,25422,26021,15330,65084,812,64230,793611,294231,663443
CH,8/28/2021,3,1,6,0,0,2201,3025,1,3030,21474,22113,15090,65087,813,64236,793611,294231,665644
CH,8/29/2021,6,0,6,6122,8497,2143,27,1,29,27527,30534,15130,65093,813,64242,799733,302728,667787
CH,8/30/2021,6,0,4,3245,2137,2073,31,1,26,25825,28727,15512,65099,813,64246,802978,304865,669860
CH,8/31/2021,6,0,6,4088,3524,2015,36,1,30,25901,28150,15216,65105,813,64252,807066,308389,671875
CH,9/1/2021,3,1,5,4248,3891,1897,37,2,34,26330,27928,15087,65108,814,64257,811314,312280,673772
CH,9/2/2021,2,0,2,4281,3894,2268,33,2,33,26558,27606,15344,65110,814,64259,815595,316174,676040
CH,9/3/2021,4,0,1,4177,3997,2118,30,2,30,26161,25940,14715,65114,814,64260,819772,320171,678158
CH,9/4/2021,5,0,2,4797,5867,2030,32,1,26,30958,31807,14544,65119,814,64262,824569,326038,680188
CH,9/5/2021,2,0,5,2883,2682,2020,28,1,25,27719,25992,14421,65121,814,64267,827452,328720,682208
CH,9/6/2021,1,0,6,4221,4231,1574,23,1,27,28695,28086,13922,65122,814,64273,831673,332951,683782
CH,9/7/2021,2,1,2,3792,4200,2074,19,2,23,28399,28762,13981,65124,815,64275,835465,337151,685856
CH,9/8/2021,14,0,17,3298,4107,2244,30,1,35,27449,28978,14328,65138,815,64292,838763,341258,688100
CH,9/9/2021,4,1,6,3173,3874,2217,32,2,39,26341,28958,14277,65142,816,64298,841936,345132,690317
CH,9/10/2021,3,0,6,3149,4850,2275,31,2,44,25313,29811,14434,65145,816,64304,845085,349982,692592
CH,9/11/2021,4,0,1,4149,6856,2133,30,2,43,24665,30800,14537,65149,816,64305,849234,356838,694725
CH,9/12/2021,5,1,2,1833,2384,2209,33,3,40,23615,30502,14726,65154,817,64307,851067,359222,696934
CH,9/13/2021,6,0,4,3706,5775,2101,38,3,38,23100,32046,15253,65160,817,64311,854773,364997,699035
CH,9/14/2021,2,1,5,3447,5241,2281,38,3,41,22755,33087,15460,65162,818,64316,858220,370238,701316
CH,9/15/2021,2,0,1,3382,4964,2280,26,3,25,22839,33944,15496,65164,818,64317,861602,375202,703596
CH,9/16/2021,4,0,2,3481,4688,2384,26,2,21,23147,34758,15663,65168,818,64319,865083,379890,705980
CH,9/17/2021,4,0,1,3650,5347,2560,27,2,16,23648,35255,15948,65172,818,64320,868733,385237,708540
CH,9/18/2021,4,0,3,4290,7837,2093,27,2,18,23789,36236,15908,65176,818,64323,873023,393074,710633
CH,9/19/2021,5,0,3,1965,3437,2193,27,1,19,23921,37289,15892,65181,818,64326,874988,396511,712826
CH,9/20/2021,7,0,3,3382,5279,2191,28,1,18,23597,36793,15982,65188,818,64329,878370,401790,715017
CH,9/21/2021,7,0,4,2813,4865,2338,33,0,17,22963,36417,16039,65195,818,64333,881183,406655,717355
CH,9/22/2021,6,1,5,2802,5451,2682,37,1,21,22383,36904,16441,65201,819,64338,883985,412106,720037
CH,9/23/2021,1,0,5,1942,3616,2271,34,1,24,20844,35832,16328,65202,819,64343,885927,415722,722308
CH,9/24/2021,3,0,2,2388,5317,2434,33,1,25,19582,35802,16202,65205,819,64345,888315,421039,724742
CH,9/25/2021,4,0,1,2996,7640,2216,33,1,23,18288,35605,16325,65209,819,64346,891311,428679,726958
CH,9/26/2021,1,0,4,1493,3511,2340,29,1,24,17816,35679,16472,65210,819,64350,892804,432190,729298
CH,9/27/2021,7,0,4,2260,4465,2364,29,1,25,16694,34865,16645,65217,819,64354,895064,436655,731662
CH,9/28/2021,2,0,4,2248,4673,2281,24,1,25,16129,34673,16588,65219,819,64358,897312,441328,733943
CH,9/29/2021,5,0,5,1812,3762,-338,23,0,25,15139,32984,13568,65224,819,64363,899124,445090,733605
CH,9/30/2021,6,0,7,1861,3969,0,28,0,27,15058,33337,11297,65230,819,64370,900985,449059,733605
CH,10/1/2021,2,0,7,1951,5135,7541,27,0,32,14621,33155,16404,65232,819,64377,902936,454194,741146
CH,10/2/2021,3,0,6,1269,3668,2111,26,0,37,12894,29183,16299,65235,819,64383,904205,457862,743257
CH,10/3/2021,2,0,1,974,2832,1790,27,0,34,12375,28504,15749,65237,819,64384,905179,460694,745047
CH,10/4/2021,6,0,2,1828,5064,1288,26,0,32,11943,29103,14673,65243,819,64386,907007,465758,746335
CH,10/5/2021,4,1,3,1486,3926,2299,28,1,31,11181,28356,14691,65247,820,64389,908493,469684,748634
CH,10/6/2021,5,0,2,1237,3300,2309,28,1,28,10606,27894,17338,65252,820,64391,909730,472984,750943
CH,10/7/2021,16,0,17,936,2627,2130,38,1,38,9681,26552,19468,65268,820,64408,910666,475611,753073
CH,10/8/2021,5,0,2,1032,3459,1783,41,1,33,8762,24876,13710,65273,820,64410,911698,479070,754856
CH,10/9/2021,4,0,5,1386,5378,1832,42,1,32,8879,26586,13431,65277,820,64415,913084,484448,756688
CH,10/10/2021,2,0,6,653,2372,1729,42,1,37,8558,26126,13370,65279,820,64421,913737,486820,758417
CH,10/11/2021,1,0,2,1087,3378,1886,37,1,37,7817,24440,13968,65280,820,64423,914824,490198,760303
CH,10/12/2021,5,0,3,789,2891,1911,38,0,37,7120,23405,13580,65285,820,64426,915613,493089,762214
CH,10/13/2021,0,0,2,784,2523,1554,33,0,37,6667,22628,12825,65285,820,64428,916397,495612,763768
CH,10/14/2021,10,0,15,720,2880,1649,27,0,35,6451,22881,12344,65295,820,64443,917117,498492,765417
CH,10/15/2021,2,0,4,178,637,1695,24,0,37,5597,20059,12256,65297,820,64447,917295,499129,767112
CH,10/16/2021,2,0,4,914,4652,1533,22,0,36,5125,19333,11957,65299,820,64451,918209,503781,768645
CH,10/17/2021,3,0,6,426,2001,1414,23,0,36,4898,18962,11642,65302,820,64457,918635,505782,770059
CH,10/18/2021,4,0,5,724,3684,1761,26,0,39,4535,19268,11517,65306,820,64462,919359,509466,771820
CH,10/19/2021,4,0,3,714,3482,1741,25,0,39,4460,19859,11347,65310,820,64465,920073,512948,773561
CH,10/20/2021,2,0,3,382,2204,1698,27,0,40,4058,19540,11491,65312,820,64468,920455,515152,775259
CH,10/21/2021,3,0,1,604,3238,1817,20,0,26,3942,19898,11659,65315,820,64469,921059,518390,777076
CH,10/22/2021,5,0,3,647,3130,1785,23,0,25,4411,22391,11749,65320,820,64472,921706,521520,778861
CH,10/23/2021,1,0,2,573,3342,1615,22,0,23,4070,21081,11831,65321,820,64474,922279,524862,780476
CH,10/24/2021,2,0,1,76,478,1649,21,0,18,3720,19558,12066,65323,820,64475,922355,525340,782125
CH,10/25/2021,2,0,1,666,3637,1458,19,0,14,3662,19511,11763,65325,820,64476,923021,528977,783583
CH,10/26/2021,1,0,3,610,3609,1381,16,0,14,3558,19638,11403,65326,820,64479,923631,532586,784964
CH,10/27/2021,5,0,3,616,3275,1814,19,0,14,3792,20709,11519,65331,820,64482,924247,535861,786778
CH,10/28/2021,4,0,4,473,2791,1613,20,0,17,3661,20262,11315,65335,820,64486,924720,538652,788391
CH,10/29/2021,5,0,4,526,3256,1582,20,0,18,3540,20388,11112,65340,820,64490,925246,541908,789973
CH,10/30/2021,6,0,2,578,3791,1475,25,0,18,3545,20837,10972,65346,820,64492,925824,545699,791448
CH,10/31/2021,5,0,3,211,1282,1403,28,0,20,3680,21641,10726,65351,820,64495,926035,546981,792851
CT,3/19/2020,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CT,3/20/2020,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CT,3/21/2020,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CT,3/22/2020,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CT,3/23/2020,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CT,3/24/2020,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CT,3/25/2020,2,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
CT,3/26/2020,3,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0
CT,3/27/2020,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0
CT,3/28/2020,1,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0
CT,3/29/2020,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0
CT,3/30/2020,1,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0
CT,3/31/2020,1,0,2,0,0,0,8,0,2,0,0,0,9,0,2,0,0,0
CT,4/1/2020,0,0,0,0,0,0,6,0,2,0,0,0,9,0,2,0,0,0
CT,4/2/2020,0,0,1,0,0,1232,3,0,3,0,0,1232,9,0,3,0,0,1232
CT,4/3/2020,0,0,0,0,0,0,3,0,3,0,0,1232,9,0,3,0,0,1232
CT,4/4/2020,1,0,0,0,0,0,3,0,3,0,0,1232,10,0,3,0,0,1232
CT,4/5/2020,0,0,5,0,0,0,3,0,8,0,0,1232,10,0,8,0,0,1232
CT,4/6/2020,0,0,0,0,0,0,2,0,8,0,0,1232,10,0,8,0,0,1232
CT,4/7/2020,0,0,1,0,0,0,1,0,7,0,0,1232,10,0,9,0,0,1232
CT,4/8/2020,0,0,0,0,0,0,1,0,7,0,0,1232,10,0,9,0,0,1232
CT,4/9/2020,8,0,0,0,0,0,9,0,6,0,0,0,18,0,9,0,0,1232
CT,4/10/2020,0,0,0,0,0,2241,9,0,6,0,0,2241,18,0,9,0,0,3473
CT,4/11/2020,7,0,0,0,0,385,15,0,6,0,0,2626,25,0,9,0,0,3858
CT,4/12/2020,6,0,1,0,0,87,21,0,2,0,0,2713,31,0,10,0,0,3945
CT,4/13/2020,0,0,0,0,0,432,21,0,2,0,0,3145,31,0,10,0,0,4377
CT,4/14/2020,2,0,3,0,0,435,23,0,4,0,0,3580,33,0,13,0,0,4812
CT,4/15/2020,0,0,4,0,0,310,23,0,8,0,0,3890,33,0,17,0,0,5122
CT,4/16/2020,3,0,6,0,0,397,18,0,14,0,0,4287,36,0,23,0,0,5519
CT,4/17/2020,0,0,1,0,0,257,18,0,15,0,0,2303,36,0,24,0,0,5776
CT,4/18/2020,0,0,1,0,0,0,11,0,16,0,0,1918,36,0,25,0,0,5776
CT,4/19/2020,0,0,0,0,0,899,5,0,15,0,0,2730,36,0,25,0,0,6675
CT,4/20/2020,0,0,0,0,0,926,5,0,15,0,0,3224,36,0,25,0,0,7601
CT,4/21/2020,0,0,0,0,0,671,3,0,12,0,0,3460,36,0,25,0,0,8272
CT,4/22/2020,0,0,3,0,0,948,3,0,11,0,0,4098,36,0,28,0,0,9220
CT,4/23/2020,0,0,2,0,0,1126,0,0,7,0,0,4827,36,0,30,0,0,10346
CT,4/24/2020,0,0,0,0,0,1040,0,0,6,0,0,5610,36,0,30,0,0,11386
CT,4/25/2020,1,0,2,0,0,1210,1,0,7,0,0,6820,37,0,32,0,0,12596
CT,4/26/2020,0,0,0,0,0,1190,1,0,7,0,0,7111,37,0,32,0,0,13786
CT,4/27/2020,0,0,0,0,0,1201,1,0,7,0,0,7386,37,0,32,0,0,14987
CT,4/28/2020,1,0,2,0,0,750,2,0,9,0,0,7465,38,0,34,0,0,15737
CT,4/29/2020,0,0,0,0,0,809,2,0,6,0,0,7326,38,0,34,0,0,16546
CT,4/30/2020,2,0,2,0,0,995,4,0,6,0,0,7195,40,0,36,0,0,17541
CT,5/1/2020,3,0,0,0,0,498,7,0,6,0,0,6653,43,0,36,0,0,18039
CT,5/2/2020,0,0,0,0,0,0,6,0,4,0,0,5443,43,0,36,0,0,18039
CT,5/3/2020,14,0,0,0,0,1863,20,0,4,0,0,6116,57,0,36,0,0,19902
CT,5/4/2020,1,0,0,0,0,0,21,0,4,0,0,4915,58,0,36,0,0,19902
CT,5/5/2020,1,0,0,0,0,1421,21,0,2,0,0,5586,59,0,36,0,0,21323
CT,5/6/2020,0,0,0,0,0,865,21,0,2,0,0,5642,59,0,36,0,0,22188
CT,5/7/2020,0,0,0,0,0,0,19,0,0,0,0,4647,59,0,36,0,0,22188
CT,5/8/2020,0,0,2,0,0,1441,16,0,2,0,0,5590,59,0,38,0,0,23629
CT,5/9/2020,0,0,5,0,0,877,16,0,7,0,0,6467,59,0,43,0,0,24506
CT,5/10/2020,0,0,6,0,0,776,2,0,13,0,0,5380,59,0,49,0,0,25282
CT,5/11/2020,0,0,4,0,0,0,1,0,17,0,0,5380,59,0,53,0,0,25282
CT,5/12/2020,0,0,1,0,0,2057,0,0,18,0,0,6016,59,0,54,0,0,27339
CT,5/13/2020,0,0,1,0,0,1498,0,0,19,0,0,6649,59,0,55,0,0,28837
CT,5/14/2020,1,0,1,0,0,860,1,0,20,0,0,7509,60,0,56,0,0,29697
CT,5/15/2020,6,0,0,0,0,1644,7,0,18,0,0,7712,66,0,56,0,0,31341
CT,5/16/2020,1,0,2,0,0,1337,8,0,15,0,0,8172,67,0,58,0,0,32678
CT,5/17/2020,18,0,1,0,0,0,26,0,10,0,0,7396,85,0,59,0,0,32678
CT,5/18/2020,10,0,0,0,0,3928,36,0,6,0,0,11324,95,0,59,0,0,36606
CT,5/19/2020,5,0,0,0,0,2404,41,0,5,0,0,11671,100,0,59,0,0,39010
CT,5/20/2020,14,0,0,0,0,0,55,0,4,0,0,10173,114,0,59,0,0,39010
CT,5/21/2020,14,0,0,0,0,6512,68,0,3,0,0,15825,128,0,59,0,0,45522
CT,5/22/2020,44,0,3,0,0,2594,106,0,6,0,0,16775,172,0,62,0,0,48116
CT,5/23/2020,42,0,2,0,0,1647,147,0,6,0,0,17085,214,0,64,0,0,49763
CT,5/24/2020,38,0,0,0,0,0,167,0,5,0,0,17085,252,0,64,0,0,49763
CT,5/25/2020,40,0,3,0,0,5259,197,0,8,0,0,18416,292,0,67,0,0,55022
CT,5/26/2020,68,0,12,0,0,2457,260,0,20,0,0,18469,360,0,79,0,0,57479
CT,5/27/2020,4,0,4,0,0,1841,250,0,24,0,0,20310,364,0,83,0,0,59320
CT,5/28/2020,34,0,0,0,0,2451,270,0,24,0,0,16249,398,0,83,0,0,61771
CT,5/29/2020,17,1,17,0,0,2221,243,1,38,0,0,15876,415,1,100,0,0,63992
CT,5/30/2020,32,0,2,0,0,2425,233,1,38,0,0,16654,447,1,102,0,0,66417
CT,5/31/2020,51,0,12,0,0,2735,246,1,50,0,0,19389,498,1,114,0,0,69152
CT,6/1/2020,49,0,7,0,0,1574,255,1,54,0,0,15704,547,1,121,0,0,70726
CT,6/2/2020,15,1,9,0,0,2472,202,2,51,0,0,15719,562,2,130,0,0,73198
CT,6/3/2020,64,0,40,0,0,3248,262,2,87,0,0,17126,626,2,170,0,0,76446
CT,6/4/2020,147,0,36,0,0,2525,375,2,123,0,0,17200,773,2,206,0,0,78971
CT,6/5/2020,90,0,25,0,0,2802,448,1,131,0,0,17781,863,2,231,0,0,81773
CT,6/6/2020,60,2,28,0,0,3573,476,3,157,0,0,18929,923,4,259,0,0,85346
CT,6/7/2020,150,0,7,0,0,3550,575,3,152,0,0,19744,1073,4,266,0,0,88896
CT,6/8/2020,124,0,69,0,0,3702,650,3,214,0,0,21872,1197,4,335,0,0,92598
CT,6/9/2020,14,1,12,0,0,461,649,3,217,0,0,19861,1211,5,347,0,0,93059
CT,6/10/2020,51,1,4,0,0,1517,636,4,181,0,0,18130,1262,6,351,0,0,94576
CT,6/11/2020,136,0,70,0,0,1654,625,4,215,0,0,17259,1398,6,421,0,0,96230
CT,6/12/2020,47,0,123,0,0,2373,582,4,313,0,0,16830,1445,6,544,0,0,98603
CT,6/13/2020,105,0,87,0,0,2951,627,2,372,0,0,16208,1550,6,631,0,0,101554
CT,6/14/2020,121,3,88,0,0,2341,598,5,453,0,0,14999,1671,9,719,0,0,103895
CT,6/15/2020,44,0,124,0,0,3277,518,5,508,0,0,14574,1715,9,843,0,0,107172
CT,6/16/2020,69,0,91,0,0,2890,573,4,587,0,0,17003,1784,9,934,0,0,110062
CT,6/17/2020,80,0,165,0,0,3551,602,3,748,0,0,19037,1864,9,1099,0,0,113613
CT,6/18/2020,82,0,103,0,0,2716,548,3,781,0,0,20099,1946,9,1202,0,0,116329
CT,6/19/2020,72,1,103,0,0,4194,573,4,761,0,0,21920,2018,10,1305,0,0,120523
CT,6/20/2020,116,1,63,0,0,3460,584,5,737,0,0,22429,2134,11,1368,0,0,123983
CT,6/21/2020,121,0,53,0,0,2263,584,2,702,0,0,22351,2255,11,1421,0,0,126246
CT,6/22/2020,47,1,66,0,0,3485,587,3,644,0,0,22559,2302,12,1487,0,0,129731
CT,6/23/2020,83,0,40,0,0,4022,601,3,593,0,0,23691,2385,12,1527,0,0,133753
CT,6/24/2020,34,0,74,0,0,3647,555,3,502,0,0,23787,2419,12,1601,0,0,137400
CT,6/25/2020,37,0,128,0,0,4690,510,3,527,0,0,25761,2456,12,1729,0,0,142090
CT,6/26/2020,89,1,156,0,0,2738,527,3,580,0,0,24305,2545,13,1885,0,0,144828
CT,6/27/2020,65,0,52,0,0,8046,476,2,569,0,0,28891,2610,13,1937,0,0,152874
CT,6/28/2020,84,0,125,0,0,1652,439,2,641,0,0,28280,2694,13,2062,0,0,154526
CT,6/29/2020,101,0,88,0,0,1860,493,1,663,0,0,26655,2795,13,2150,0,0,156386
